sys_time,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,movement_events
1763026874.154269,221,-439,-363,-5227,-2320,-5708,0
1763026874.198498,217,-397,-360,-5355,-2318,-5715,0
1763026874.198498,204,-307,-335,-5456,-2338,-5712,0
1763026874.198498,188,-170,-289,-5500,-2393,-5736,0
1763026874.198498,159,-13,-245,-5520,-2455,-5757,0
1763026874.198498,123,150,-210,-5472,-2516,-5771,0
1763026874.331341,92,283,-187,-5390,-2541,-5744,0
1763026874.331341,61,369,-179,-5277,-2568,-5748,0
1763026874.331341,33,387,-200,-5145,-2567,-5778,0
1763026874.331341,19,336,-241,-5024,-2543,-5773,0
1763026874.331341,1,252,-284,-4941,-2541,-5823,0
1763026874.334474,7,151,-318,-4884,-2536,-5808,0
1763026874.334474,34,54,-331,-4875,-2530,-5770,0
1763026874.334474,58,-60,-334,-4884,-2494,-5756,0
1763026874.334474,90,-186,-350,-4927,-2458,-5762,0
1763026874.334474,106,-295,-365,-5006,-2443,-5762,0
1763026874.377353,127,-339,-369,-5109,-2451,-5744,0
1763026874.377353,144,-317,-358,-5200,-2464,-5725,0
1763026874.377353,155,-280,-348,-5235,-2464,-5704,0
1763026874.377353,166,-250,-336,-5260,-2465,-5681,0
1763026874.377353,176,-207,-322,-5292,-2457,-5651,0
1763026874.379634,194,-168,-306,-5315,-2455,-5634,0
1763026874.379634,217,-123,-297,-5310,-2488,-5567,0
1763026874.379634,237,-73,-292,-5291,-2534,-5474,0
1763026874.379634,260,-46,-302,-5289,-2613,-5408,0
1763026874.379634,269,-59,-336,-5315,-2733,-5384,0
1763026874.423503,260,-88,-404,-5359,-2864,-5399,0
1763026874.423503,231,-82,-484,-5386,-2938,-5489,0
1763026874.423503,208,-30,-554,-5372,-2916,-5575,0
1763026874.423503,211,68,-570,-5314,-2847,-5653,0
1763026874.423503,193,156,-541,-5211,-2783,-5798,0
1763026874.467932,171,160,-499,-5083,-2680,-5912,0
1763026874.467932,164,118,-454,-4968,-2574,-5950,0
1763026874.467932,145,63,-403,-4871,-2493,-5881,0
1763026874.467932,117,5,-381,-4821,-2469,-5830,0
1763026874.467932,77,-60,-413,-4870,-2520,-5789,0
1763026874.470666,11,-114,-473,-5009,-2606,-5767,0
1763026874.470666,-48,-111,-547,-5172,-2712,-5735,0
1763026874.470666,-99,-35,-602,-5343,-2819,-5700,0
1763026874.470666,-132,55,-605,-5434,-2858,-5697,0
1763026874.470666,-127,122,-540,-5465,-2842,-5725,0
1763026874.513177,-111,185,-405,-5473,-2813,-5766,0
1763026874.513177,-100,240,-227,-5444,-2777,-5823,0
1763026874.513177,-120,263,-49,-5398,-2720,-5893,0
1763026874.513177,-157,272,104,-5359,-2634,-5933,0
1763026874.513177,-224,313,235,-5308,-2549,-5959,0
1763026874.646257,-319,358,332,-5268,-2467,-5994,0
1763026874.646257,-407,415,405,-5232,-2421,-6012,0
1763026874.646257,-487,449,454,-5180,-2404,-5999,0
1763026874.646257,-553,456,488,-5091,-2426,-5944,0
1763026874.646257,-610,428,502,-5024,-2453,-5909,0
1763026874.64949,-636,375,495,-4971,-2515,-5891,0
1763026874.64949,-646,307,488,-4969,-2568,-5864,0
1763026874.64949,-625,221,493,-4972,-2600,-5838,0
1763026874.64949,-590,122,522,-5005,-2639,-5928,0
1763026874.64949,-550,49,604,-5059,-2708,-5889,0
1763026874.692153,-504,66,741,-5116,-2830,-5732,0
1763026874.692153,-484,109,863,-5148,-2939,-5703,0
1763026874.692153,-470,130,914,-5162,-2935,-5747,0
1763026874.692153,-437,141,929,-5164,-2827,-5679,0
1763026874.692153,-411,192,960,-5159,-2676,-5628,0
1763026874.694446,-389,251,996,-5113,-2548,-5655,0
1763026874.694446,-351,262,989,-5058,-2405,-5692,0
1763026874.694446,-293,215,952,-4990,-2282,-5677,0
1763026874.694446,-238,140,893,-4904,-2193,-5636,0
1763026874.694446,-173,45,811,-4856,-2159,-5592,0
1763026874.738346,-112,-85,704,-4871,-2146,-5566,0
1763026874.738346,-51,-195,580,-4944,-2162,-5581,0
1763026874.738346,6,-265,462,-5054,-2168,-5565,0
1763026874.738346,55,-258,363,-5139,-2179,-5560,0
1763026874.738346,100,-187,291,-5226,-2195,-5598,0
1763026874.783276,159,-73,250,-5283,-2200,-5673,0
1763026874.783276,195,53,250,-5272,-2202,-5724,0
1763026874.783276,233,157,273,-5205,-2201,-5738,0
1763026874.783276,266,209,297,-5090,-2222,-5731,0
1763026874.783276,292,207,296,-4997,-2259,-5714,0
1763026874.828532,304,135,251,-4908,-2303,-5758,0
1763026874.828532,291,14,171,-4919,-2355,-5932,0
1763026874.828532,279,-108,91,-4976,-2453,-5983,0
1763026874.828532,204,-127,45,-5009,-2624,-5992,0
1763026874.828532,150,-73,32,-5021,-2734,-5931,0
1763026874.962165,127,2,6,-5002,-2776,-5867,0
1763026874.962165,96,20,-62,-4924,-2703,-5886,0
1763026874.962165,65,-61,-148,-4849,-2569,-5899,0
1763026874.962165,31,-204,-203,-4857,-2469,-5911,0
1763026874.962165,24,-305,-221,-4900,-2394,-5891,0
1763026874.964165,36,-365,-234,-4919,-2354,-5846,0
1763026874.964165,52,-384,-257,-4936,-2310,-5797,0
1763026874.964165,47,-394,-293,-5001,-2292,-5758,0
1763026874.964165,33,-387,-346,-5133,-2281,-5756,0
1763026874.964165,16,-345,-391,-5294,-2259,-5759,0
1763026875.00813,0,-243,-406,-5426,-2233,-5757,0
1763026875.00813,-11,-78,-381,-5509,-2226,-5750,0
1763026875.00813,-18,124,-330,-5537,-2256,-5759,0
1763026875.00813,-20,328,-267,-5531,-2318,-5762,0
1763026875.00813,-22,499,-214,-5449,-2415,-5720,0
1763026875.00932,-32,628,-179,-5339,-2512,-5696,0
1763026875.00932,-41,681,-179,-5195,-2569,-5708,0
1763026875.00932,-46,642,-213,-5062,-2592,-5738,0
1763026875.00932,-53,549,-270,-4963,-2598,-5772,0
1763026875.00932,-46,429,-310,-4895,-2592,-5777,0
1763026875.053117,-26,291,-329,-4853,-2583,-5756,0
1763026875.053117,-2,138,-342,-4828,-2582,-5745,0
1763026875.053117,24,-52,-370,-4827,-2556,-5745,0
1763026875.053117,53,-247,-402,-4899,-2517,-5760,0
1763026875.053117,82,-396,-419,-5003,-2477,-5772,0
1763026875.143449,113,-463,-416,-5104,-2451,-5735,0
1763026875.143449,145,-443,-385,-5183,-2429,-5717,0
1763026875.143449,191,-395,-338,-5241,-2388,-5701,0
1763026875.143449,242,-349,-287,-5297,-2366,-5670,0
1763026875.143449,283,-298,-237,-5382,-2394,-5619,0
1763026875.145449,302,-218,-183,-5468,-2453,-5563,0
1763026875.145449,329,-144,-137,-5484,-2513,-5514,0
1763026875.145449,338,-71,-114,-5473,-2550,-5515,0
1763026875.145449,339,9,-112,-5421,-2603,-5523,0
1763026875.145449,308,114,-121,-5362,-2644,-5598,0
1763026875.188242,294,231,-145,-5268,-2661,-5691,0
1763026875.188242,283,329,-177,-5122,-2670,-5733,0
1763026875.188242,260,363,-202,-4954,-2686,-5785,0
1763026875.188242,242,305,-247,-4815,-2701,-5802,0
1763026875.188242,248,203,-319,-4689,-2707,-5798,0
1763026875.191244,252,30,-385,-4628,-2685,-5837,0
1763026875.191244,250,-179,-442,-4642,-2641,-5889,0
1763026875.191244,246,-395,-484,-4723,-2615,-5916,0
1763026875.191244,233,-567,-494,-4865,-2589,-5904,0
1763026875.191244,218,-646,-476,-5028,-2589,-5847,0
1763026875.277141,185,-647,-438,-5206,-2635,-5827,0
1763026875.277141,150,-563,-397,-5385,-2679,-5789,0
1763026875.277141,98,-403,-361,-5523,-2754,-5691,0
1763026875.277141,20,-183,-329,-5614,-2808,-5677,0
1763026875.277141,-48,59,-294,-5655,-2838,-5723,0
1763026875.280504,-98,309,-245,-5639,-2835,-5790,0
1763026875.280504,-154,518,-152,-5555,-2806,-5861,0
1763026875.280504,-215,640,-30,-5432,-2776,-5962,0
1763026875.280504,-267,662,98,-5281,-2700,-6051,0
1763026875.280504,-324,646,213,-5128,-2633,-6098,0
1763026875.280504,-410,561,313,-4978,-2532,-6139,0
1763026875.323065,-489,461,410,-4881,-2443,-6169,0
1763026875.323065,-549,369,488,-4842,-2382,-6165,0
1763026875.323065,-606,293,532,-4831,-2378,-6111,0
1763026875.323065,-668,198,531,-4856,-2395,-6044,0
1763026875.323065,-722,109,498,-4899,-2438,-5976,0
1763026875.368125,-762,66,455,-4965,-2483,-5910,0
1763026875.368125,-776,67,421,-5001,-2526,-5820,0
1763026875.368125,-763,83,424,-5010,-2548,-5744,0
1763026875.368125,-724,82,448,-4987,-2583,-5681,0
1763026875.368125,-648,61,462,-4986,-2609,-5645,0
1763026875.41253,-560,38,463,-5025,-2636,-5617,0
1763026875.41253,-467,3,482,-5086,-2644,-5564,0
1763026875.41253,-391,-47,528,-5101,-2650,-5527,0
1763026875.41253,-332,-111,592,-5121,-2640,-5585,0
1763026875.41253,-264,-159,650,-5183,-2598,-5662,0
1763026875.458789,-227,-165,693,-5246,-2517,-5691,0
1763026875.458789,-189,-104,726,-5267,-2437,-5674,0
1763026875.458789,-153,-14,737,-5255,-2388,-5662,0
1763026875.458789,-137,43,717,-5206,-2320,-5668,0
1763026875.458789,-106,54,663,-5154,-2261,-5666,0
1763026875.591531,-74,42,588,-5109,-2220,-5665,0
1763026875.591531,-50,24,510,-5061,-2212,-5672,0
1763026875.591531,-18,-15,422,-5021,-2189,-5671,0
1763026875.591531,30,-57,327,-4983,-2196,-5689,0
1763026875.591531,77,-88,245,-4982,-2196,-5710,0
1763026875.593666,121,-111,178,-4982,-2195,-5734,0
1763026875.593666,169,-142,129,-4994,-2204,-5746,0
1763026875.593666,213,-152,102,-5013,-2214,-5769,0
1763026875.593666,241,-155,94,-5038,-2236,-5785,0
1763026875.593666,270,-135,100,-5091,-2250,-5799,0
1763026875.636134,293,-112,118,-5105,-2262,-5795,0
1763026875.636134,303,-102,126,-5129,-2300,-5838,0
1763026875.636134,295,-92,118,-5165,-2371,-5826,0
1763026875.636134,264,-59,101,-5182,-2466,-5790,0
1763026875.636134,228,-38,64,-5174,-2545,-5792,0
1763026875.639133,164,-52,7,-5152,-2617,-5857,0
1763026875.639133,112,-44,-43,-5152,-2672,-5809,0
1763026875.639133,72,27,-79,-5133,-2717,-5782,0
1763026875.639133,36,54,-126,-5050,-2666,-5814,0
1763026875.639133,23,-14,-181,-4941,-2542,-5841,0
1763026875.682527,4,-109,-204,-4916,-2435,-5858,0
1763026875.682527,1,-171,-212,-4947,-2364,-5890,0
1763026875.682527,8,-187,-204,-5003,-2326,-5888,0
1763026875.682527,19,-180,-191,-5060,-2319,-5840,0
1763026875.682527,25,-163,-175,-5122,-2326,-5795,0
1763026875.728374,18,-156,-163,-5202,-2316,-5799,0
1763026875.728374,9,-130,-162,-5303,-2276,-5787,0
1763026875.728374,-2,-57,-155,-5387,-2267,-5748,0
1763026875.728374,-18,49,-141,-5422,-2282,-5723,0
1763026875.728374,-27,180,-128,-5411,-2328,-5710,0
1763026875.773543,-37,307,-139,-5351,-2373,-5688,0
1763026875.773543,-49,403,-173,-5265,-2413,-5700,0
1763026875.773543,-60,457,-223,-5180,-2438,-5726,0
1763026875.773543,-65,464,-287,-5083,-2470,-5740,0
1763026875.773543,-76,419,-343,-4988,-2495,-5783,0
1763026875.907198,-70,329,-385,-4920,-2506,-5876,0
1763026875.907198,-38,225,-399,-4891,-2514,-5861,0
1763026875.907198,-3,129,-380,-4872,-2559,-5791,0
1763026875.907198,19,19,-351,-4866,-2570,-5791,0
1763026875.907198,47,-161,-336,-4910,-2526,-5829,0
1763026875.908375,48,-352,-317,-5031,-2484,-5850,0
1763026875.908375,43,-446,-279,-5185,-2453,-5845,0
1763026875.908375,29,-433,-233,-5311,-2443,-5847,0
1763026875.908375,22,-335,-173,-5366,-2429,-5821,0
1763026875.908375,17,-209,-104,-5377,-2417,-5774,0
1763026875.952003,4,-108,-36,-5387,-2413,-5743,0
1763026875.952003,7,-29,-6,-5373,-2418,-5696,0
1763026875.952003,3,36,-2,-5324,-2437,-5619,0
1763026875.952003,23,111,-21,-5235,-2443,-5556,0
1763026875.952003,71,160,-47,-5133,-2442,-5507,0
1763026875.954155,127,169,-89,-5050,-2464,-5435,0
1763026875.954155,163,135,-176,-4986,-2534,-5385,0
1763026875.954155,200,34,-314,-4970,-2619,-5366,0
1763026875.954155,237,-73,-478,-4986,-2708,-5341,0
1763026875.954155,234,-157,-653,-4999,-2772,-5367,0
1763026875.99719,224,-208,-821,-5026,-2792,-5510,0
1763026875.99719,214,-210,-947,-5105,-2783,-5717,0
1763026875.99719,202,-151,-992,-5178,-2759,-5916,0
1763026875.99719,188,-67,-942,-5192,-2691,-6043,0
1763026875.99719,192,-15,-816,-5150,-2570,-6118,0
1763026875.999734,196,0,-640,-5053,-2456,-6102,0
1763026875.999734,188,4,-477,-5013,-2402,-6022,0
1763026875.999734,147,15,-367,-5055,-2441,-5945,0
1763026875.999734,80,47,-326,-5181,-2556,-5887,0
1763026875.999734,-7,124,-318,-5340,-2693,-5866,0
1763026876.042829,-94,227,-304,-5456,-2783,-5851,0
1763026876.042829,-177,332,-266,-5510,-2807,-5884,0
1763026876.042829,-243,404,-196,-5489,-2775,-5948,0
1763026876.042829,-303,472,-90,-5435,-2718,-6030,0
1763026876.042829,-358,529,39,-5330,-2629,-6111,0
1763026876.087848,-401,537,166,-5155,-2515,-6119,0
1763026876.087848,-453,478,280,-4984,-2399,-6118,0
1763026876.087848,-504,393,382,-4897,-2340,-6129,0
1763026876.087848,-555,336,467,-4922,-2330,-6146,0
1763026876.087848,-619,282,548,-4956,-2347,-6140,0
1763026876.132884,-670,203,593,-4975,-2349,-6118,0
1763026876.132884,-703,138,606,-5001,-2352,-6074,0
1763026876.132884,-721,152,610,-4999,-2372,-6009,0
1763026876.132884,-721,224,619,-5020,-2419,-5968,0
1763026876.132884,-689,293,626,-5053,-2490,-5948,0
1763026876.177842,-666,328,643,-5057,-2592,-5849,0
1763026876.177842,-642,330,691,-5036,-2703,-5694,0
1763026876.177842,-611,327,754,-5017,-2766,-5634,0
1763026876.177842,-566,321,814,-5013,-2792,-5639,0
1763026876.177842,-515,261,842,-5021,-2765,-5659,0
1763026876.223564,-486,167,836,-5059,-2707,-5645,0
1763026876.223564,-453,112,829,-5112,-2603,-5665,0
1763026876.223564,-394,122,847,-5157,-2464,-5700,0
1763026876.223564,-319,167,887,-5123,-2319,-5724,0
1763026876.223564,-242,212,917,-5057,-2185,-5713,0
1763026876.268713,-182,216,912,-4986,-2098,-5716,0
1763026876.268713,-144,176,870,-4956,-2054,-5749,0
1763026876.268713,-96,96,787,-4945,-2013,-5742,0
1763026876.268713,-43,56,682,-4921,-1991,-5727,0
1763026876.268713,8,38,568,-4912,-1988,-5739,0
1763026876.313297,68,35,458,-4901,-2000,-5780,0
1763026876.313297,137,20,355,-4884,-2029,-5783,0
1763026876.313297,190,-33,253,-4849,-2069,-5777,0
1763026876.313297,240,-120,152,-4839,-2126,-5789,0
1763026876.313297,280,-213,52,-4841,-2203,-5797,0
1763026876.358088,302,-263,-27,-4846,-2294,-5794,0
1763026876.358088,307,-287,-82,-4876,-2355,-5859,0
1763026876.358088,304,-302,-123,-4943,-2394,-5936,0
1763026876.358088,284,-306,-147,-4996,-2434,-5966,0
1763026876.358088,227,-287,-158,-5022,-2476,-6019,0
1763026876.4029,172,-235,-167,-5026,-2489,-6066,0
1763026876.4029,149,-137,-176,-5024,-2498,-6024,0
1763026876.4029,119,-25,-193,-4965,-2514,-5958,0
1763026876.4029,75,0,-226,-4874,-2482,-5932,0
1763026876.4029,45,-91,-291,-4818,-2430,-5952,0
1763026876.405529,10,-192,-364,-4846,-2387,-5933,0
1763026876.405529,-5,-256,-435,-4899,-2328,-5900,0
1763026876.405529,-9,-274,-492,-4955,-2267,-5888,0
1763026876.405529,-1,-284,-518,-5019,-2230,-5858,0
1763026876.405529,15,-289,-518,-5097,-2197,-5838,0
1763026876.44784,31,-268,-498,-5189,-2176,-5778,0
1763026876.44784,47,-217,-457,-5281,-2185,-5745,0
1763026876.44784,45,-155,-419,-5368,-2208,-5735,0
1763026876.44784,31,-76,-392,-5444,-2245,-5773,0
1763026876.44784,13,58,-372,-5481,-2300,-5795,0
1763026876.493771,-13,231,-355,-5445,-2343,-5818,0
1763026876.493771,-29,398,-333,-5363,-2377,-5841,0
1763026876.493771,-32,520,-312,-5238,-2411,-5838,0
1763026876.493771,-38,571,-299,-5108,-2451,-5853,0
1763026876.493771,-43,530,-316,-5009,-2508,-5918,0
1763026876.537862,-47,407,-348,-4914,-2573,-5892,0
1763026876.537862,-60,271,-371,-4844,-2640,-5871,0
1763026876.537862,-49,136,-376,-4786,-2627,-5856,0
1763026876.537862,14,-34,-379,-4731,-2539,-5831,0
1763026876.537862,73,-231,-379,-4705,-2422,-5818,0
1763026876.583234,130,-447,-366,-4755,-2327,-5823,0
1763026876.583234,190,-625,-333,-4876,-2286,-5829,0
1763026876.583234,245,-725,-292,-5004,-2263,-5796,0
1763026876.583234,297,-731,-259,-5118,-2264,-5740,0
1763026876.583234,339,-675,-233,-5206,-2268,-5712,0
1763026876.628015,379,-588,-227,-5252,-2282,-5663,0
1763026876.628015,408,-491,-241,-5299,-2314,-5625,0
1763026876.628015,414,-399,-261,-5345,-2381,-5575,0
1763026876.628015,421,-319,-288,-5369,-2475,-5507,0
1763026876.628015,418,-259,-309,-5377,-2608,-5464,0
1763026876.6738,397,-231,-337,-5378,-2756,-5483,0
1763026876.6738,360,-210,-391,-5391,-2870,-5587,0
1763026876.6738,304,-186,-473,-5386,-2941,-5709,0
1763026876.6738,237,-95,-523,-5337,-2938,-5787,0
1763026876.6738,202,59,-516,-5227,-2845,-5871,0
1763026876.808061,205,191,-459,-5075,-2711,-5941,0
1763026876.808061,197,201,-399,-4909,-2569,-6026,0
1763026876.808061,182,96,-341,-4804,-2470,-6109,0
1763026876.808061,157,-35,-279,-4779,-2404,-6147,0
1763026876.808061,130,-139,-214,-4819,-2382,-6134,0
1763026876.810063,99,-209,-149,-4894,-2389,-6072,0
1763026876.810063,51,-266,-106,-4963,-2429,-5951,0
1763026876.810063,-7,-310,-119,-5053,-2491,-5812,0
1763026876.810063,-83,-301,-184,-5193,-2575,-5707,0
1763026876.810063,-167,-205,-273,-5385,-2710,-5706,0
1763026876.852876,-272,-36,-355,-5584,-2846,-5759,0
1763026876.852876,-380,172,-392,-5694,-2926,-5810,0
1763026876.852876,-479,372,-357,-5661,-2916,-5867,0
1763026876.852876,-530,529,-244,-5522,-2813,-5941,0
1763026876.852876,-527,658,-68,-5346,-2675,-5989,0
1763026876.8552,-512,718,129,-5137,-2536,-6009,0
1763026876.8552,-489,689,341,-4986,-2414,-6038,0
1763026876.8552,-453,560,549,-4898,-2362,-6049,0
1763026876.8552,-425,362,726,-4845,-2316,-5992,0
1763026876.8552,-399,146,866,-4827,-2295,-5934,0
1763026876.89856,-395,-67,957,-4846,-2286,-5925,0
1763026876.89856,-380,-231,1006,-4888,-2294,-5917,0
1763026876.89856,-343,-323,1008,-4968,-2308,-5898,0
1763026876.89856,-304,-341,974,-5039,-2374,-5878,0
1763026876.89856,-279,-298,910,-5055,-2472,-5734,0
1763026876.943631,-228,-197,837,-5050,-2553,-5604,0
1763026876.943631,-185,-110,722,-5037,-2592,-5597,0
1763026876.943631,-156,-79,568,-5016,-2590,-5568,0
1763026876.943631,-136,-81,427,-5034,-2626,-5486,0
1763026876.943631,-117,-83,318,-5053,-2619,-5470,0
1763026876.988837,-83,-119,227,-5058,-2520,-5491,0
1763026876.988837,-35,-193,170,-5092,-2385,-5568,0
1763026876.988837,22,-250,164,-5122,-2289,-5628,0
1763026876.988837,83,-268,202,-5135,-2248,-5646,0
1763026876.988837,125,-256,253,-5169,-2273,-5696,0
1763026877.033224,138,-229,298,-5226,-2330,-5777,0
1763026877.033224,115,-177,327,-5308,-2409,-5864,0
1763026877.033224,52,-116,359,-5366,-2474,-5930,0
1763026877.033224,-20,-31,393,-5371,-2500,-5983,0
1763026877.033224,-84,67,423,-5322,-2490,-6013,0
1763026877.167239,-135,180,442,-5212,-2465,-5994,0
1763026877.167239,-176,245,442,-5059,-2423,-5936,0
1763026877.167239,-211,225,429,-4917,-2386,-5925,0
1763026877.167239,-228,142,394,-4822,-2369,-5907,0
1763026877.167239,-238,22,326,-4782,-2335,-5910,0
1763026877.169796,-242,-114,248,-4771,-2263,-5881,0
1763026877.169796,-227,-234,197,-4807,-2193,-5852,0
1763026877.169796,-223,-328,161,-4908,-2161,-5857,0
1763026877.169796,-215,-360,134,-5049,-2141,-5856,0
1763026877.169796,-225,-332,117,-5210,-2184,-5843,0
1763026877.212236,-232,-240,129,-5357,-2257,-5784,0
1763026877.212236,-255,-135,154,-5461,-2367,-5703,0
1763026877.212236,-315,-21,169,-5523,-2495,-5669,0
1763026877.212236,-369,110,174,-5574,-2593,-5637,0
1763026877.212236,-424,238,182,-5597,-2665,-5632,0
1763026877.215423,-453,324,195,-5557,-2673,-5624,0
1763026877.215423,-458,367,225,-5481,-2612,-5617,0
1763026877.215423,-450,364,264,-5403,-2516,-5631,0
1763026877.215423,-441,342,304,-5337,-2388,-5673,0
1763026877.215423,-428,301,344,-5301,-2276,-5705,0
1763026877.256918,-406,288,369,-5281,-2174,-5746,0
1763026877.256918,-391,297,383,-5277,-2089,-5782,0
1763026877.256918,-378,318,393,-5258,-2006,-5857,0
1763026877.256918,-368,347,416,-5247,-1948,-5945,0
1763026877.256918,-341,383,457,-5200,-1866,-5983,0
1763026877.259718,-300,424,503,-5104,-1811,-5952,0
1763026877.259718,-251,459,547,-5016,-1815,-5905,0
1763026877.259718,-197,471,567,-4946,-1917,-5817,0
1763026877.259718,-153,431,545,-4920,-2062,-5748,0
1763026877.259718,-129,354,492,-4960,-2204,-5728,0
1763026877.302891,-114,232,422,-5029,-2304,-5741,0
1763026877.302891,-125,90,357,-5105,-2335,-5788,0
1763026877.302891,-134,11,307,-5192,-2318,-5859,0
1763026877.302891,-128,20,309,-5241,-2314,-5874,0
1763026877.302891,-129,60,350,-5231,-2311,-5878,0
1763026877.348563,-138,74,404,-5199,-2280,-5906,0
1763026877.348563,-139,69,438,-5171,-2189,-5906,0
1763026877.348563,-149,102,442,-5187,-2095,-5942,0
1763026877.348563,-166,151,443,-5201,-2014,-5943,0
1763026877.348563,-178,201,449,-5230,-1965,-6001,0
1763026877.393891,-184,260,480,-5170,-1890,-5894,0
1763026877.393891,-151,302,482,-5205,-1842,-6078,0
1763026877.393891,-135,327,484,-5079,-1798,-5820,0
1763026877.393891,-153,389,475,-5040,-1809,-5892,0
1763026877.393891,-110,390,456,-5043,-1832,-6012,0
1763026877.437864,-75,394,422,-5002,-1888,-5868,0
1763026877.437864,-86,412,406,-4996,-1945,-5946,0
1763026877.437864,-46,356,395,-5035,-1978,-6040,0
1763026877.437864,-10,262,383,-5031,-2025,-5888,0
1763026877.437864,-33,178,392,-5076,-2090,-5862,0
1763026877.528627,-32,19,357,-5188,-2104,-5987,0
1763026877.528627,-20,-103,281,-5273,-2117,-5877,0
1763026877.528627,-101,-103,212,-5301,-2108,-5771,0
1763026877.528627,-164,-2,158,-5318,-2085,-5949,0
1763026877.528627,-161,143,142,-5219,-2002,-5960,0
1763026877.531193,-160,342,193,-5037,-1893,-5965,0
1763026877.531193,-119,442,295,-4876,-1808,-6112,0
1763026877.531193,-25,368,394,-4735,-1739,-6087,0
1763026877.531193,47,177,473,-4656,-1746,-5960,0
