sys_time,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,movement_events
1763026870.237686,-15,-4,123,-5383,-2286,-5622,0
1763026870.237686,-31,-52,83,-5406,-2265,-5655,0
1763026870.237686,-21,-63,69,-5431,-2251,-5595,0
1763026870.237686,-18,-36,80,-5437,-2252,-5564,0
1763026870.240212,-7,-27,85,-5405,-2230,-5556,0
1763026870.240212,3,-68,68,-5397,-2225,-5541,0
1763026870.240212,5,-114,52,-5418,-2220,-5573,0
1763026870.240212,0,-124,30,-5443,-2220,-5592,0
1763026870.240212,7,-87,9,-5456,-2231,-5549,0
1763026870.327945,9,0,8,-5444,-2249,-5537,0
1763026870.327945,13,67,9,-5414,-2260,-5548,0
1763026870.327945,18,98,-6,-5391,-2284,-5542,0
1763026870.327945,-2,90,-30,-5404,-2321,-5563,0
1763026870.327945,-13,79,-53,-5424,-2328,-5577,0
1763026870.330411,-20,71,-65,-5438,-2323,-5601,0
1763026870.330411,-25,86,-51,-5437,-2312,-5627,0
1763026870.330411,-23,92,-23,-5422,-2270,-5645,0
1763026870.330411,-19,80,7,-5388,-2239,-5659,0
1763026870.330411,-15,40,37,-5375,-2193,-5658,0
1763026870.373409,-19,2,57,-5356,-2152,-5636,0
1763026870.373409,-27,-24,55,-5335,-2136,-5615,0
1763026870.373409,-30,-29,25,-5334,-2159,-5598,0
1763026870.373409,-28,-19,-44,-5348,-2194,-5595,0
1763026870.373409,-32,10,-134,-5344,-2254,-5524,0
1763026870.462472,-52,32,-224,-5346,-2315,-5482,0
1763026870.462472,-67,27,-313,-5371,-2364,-5448,0
1763026870.462472,-64,17,-393,-5441,-2424,-5378,0
1763026870.462472,-72,1,-450,-5514,-2503,-5363,0
1763026870.462472,-104,-50,-480,-5577,-2568,-5429,0
1763026870.465965,-122,-111,-482,-5645,-2570,-5544,0
1763026870.465965,-105,-102,-440,-5676,-2501,-5507,0
1763026870.465965,-78,15,-351,-5651,-2423,-5475,0
1763026870.465965,-71,89,-239,-5609,-2348,-5537,0
1763026870.465965,-62,63,-163,-5575,-2267,-5608,0
1763026870.508637,-49,55,-120,-5529,-2224,-5621,0
1763026870.508637,-52,123,-86,-5456,-2179,-5610,0
1763026870.508637,-44,207,-76,-5376,-2129,-5615,0
1763026870.508637,-14,253,-97,-5288,-2106,-5596,0
1763026870.508637,19,237,-148,-5194,-2112,-5568,0
1763026870.553021,51,167,-219,-5136,-2130,-5526,0
1763026870.553021,91,67,-292,-5115,-2168,-5511,0
1763026870.553021,143,-37,-342,-5185,-2197,-5529,0
1763026870.553021,193,-131,-347,-5292,-2247,-5531,0
1763026870.553021,195,-217,-340,-5406,-2317,-5527,0
1763026870.641982,165,-266,-343,-5540,-2378,-5568,0
1763026870.641982,117,-215,-343,-5701,-2444,-5635,0
1763026870.641982,53,-63,-314,-5836,-2490,-5696,0
1763026870.641982,-32,121,-255,-5886,-2503,-5748,0
1763026870.641982,-133,301,-163,-5853,-2489,-5805,0
1763026870.644552,-217,477,-56,-5752,-2441,-5842,0
1763026870.644552,-295,631,36,-5599,-2380,-5847,0
1763026870.644552,-356,743,103,-5450,-2318,-5863,0
1763026870.644552,-404,762,145,-5332,-2303,-5848,0
1763026870.644552,-449,728,169,-5234,-2340,-5805,0
1763026870.688066,-477,653,175,-5157,-2384,-5759,0
1763026870.688066,-497,542,172,-5123,-2382,-5731,0
1763026870.688066,-499,436,157,-5134,-2352,-5719,0
1763026870.688066,-491,354,135,-5175,-2282,-5709,0
1763026870.688066,-479,299,140,-5238,-2224,-5716,0
1763026870.822821,-460,269,164,-5301,-2175,-5719,0
1763026870.822821,-446,254,199,-5348,-2155,-5755,0
1763026870.822821,-393,278,232,-5341,-2120,-5679,0
1763026870.822821,-345,349,280,-5310,-2128,-5646,0
1763026870.822821,-333,352,323,-5314,-2144,-5677,0
1763026870.825272,-304,310,345,-5316,-2152,-5715,0
1763026870.825272,-274,296,363,-5300,-2179,-5748,0
1763026870.825272,-259,313,399,-5251,-2211,-5751,0
1763026870.825272,-222,324,423,-5180,-2220,-5718,0
1763026870.825272,-183,306,425,-5098,-2258,-5700,0
1763026870.867696,-147,235,394,-5036,-2271,-5662,0
1763026870.867696,-115,115,348,-4996,-2264,-5639,0
1763026870.867696,-85,-35,298,-4998,-2249,-5650,0
1763026870.867696,-44,-173,253,-5052,-2232,-5647,0
1763026870.867696,-2,-279,207,-5103,-2203,-5624,0
1763026870.870542,34,-377,166,-5156,-2184,-5605,0
1763026870.870542,65,-446,122,-5225,-2153,-5622,0
1763026870.870542,92,-456,79,-5330,-2138,-5612,0
1763026870.870542,101,-405,41,-5419,-2145,-5608,0
1763026870.870542,100,-308,12,-5482,-2155,-5611,0
1763026870.958431,90,-200,-9,-5511,-2163,-5626,0
1763026870.958431,78,-100,-30,-5503,-2180,-5626,0
1763026870.958431,55,-5,-56,-5478,-2200,-5631,0
1763026870.958431,44,79,-89,-5440,-2233,-5681,0
1763026870.958431,36,147,-121,-5392,-2250,-5690,0
1763026870.959565,23,186,-136,-5337,-2261,-5691,0
1763026870.959565,21,192,-135,-5291,-2245,-5705,0
1763026870.959565,34,151,-122,-5277,-2221,-5708,0
1763026870.959565,52,83,-96,-5261,-2199,-5708,0
1763026870.959565,64,-7,-65,-5271,-2191,-5704,0
1763026871.002791,84,-81,-37,-5294,-2169,-5726,0
1763026871.002791,102,-122,-15,-5310,-2166,-5695,0
1763026871.002791,124,-102,-9,-5307,-2160,-5661,0
1763026871.002791,133,-65,-19,-5297,-2149,-5663,0
1763026871.002791,150,-42,-54,-5293,-2156,-5649,0
1763026871.005805,163,-27,-104,-5300,-2162,-5629,0
1763026871.005805,164,-23,-152,-5312,-2177,-5623,0
1763026871.005805,176,-39,-194,-5336,-2215,-5654,0
1763026871.005805,170,-69,-216,-5364,-2273,-5643,0
1763026871.005805,134,-89,-211,-5410,-2360,-5671,0
1763026871.048528,114,-82,-183,-5436,-2404,-5703,0
1763026871.048528,111,-53,-149,-5432,-2373,-5706,0
1763026871.048528,103,-14,-105,-5408,-2310,-5722,0
1763026871.048528,88,-9,-58,-5363,-2231,-5739,0
1763026871.048528,73,8,-19,-5352,-2214,-5751,0
1763026871.137074,46,44,13,-5326,-2233,-5790,0
1763026871.137074,27,70,3,-5291,-2249,-5786,0
1763026871.137074,32,117,-28,-5227,-2260,-5743,0
1763026871.137074,8,152,-61,-5193,-2292,-5739,0
1763026871.137074,-10,116,-108,-5157,-2298,-5734,0
1763026871.139103,-18,56,-166,-5133,-2313,-5727,0
1763026871.139103,-23,29,-216,-5144,-2331,-5728,0
1763026871.139103,-23,5,-254,-5177,-2363,-5693,0
1763026871.139103,-15,-29,-278,-5213,-2401,-5636,0
1763026871.139103,-23,-90,-293,-5237,-2427,-5623,0
1763026871.183435,-14,-158,-305,-5273,-2389,-5641,0
1763026871.183435,9,-196,-306,-5323,-2339,-5635,0
1763026871.183435,25,-197,-281,-5368,-2273,-5637,0
1763026871.183435,49,-161,-246,-5383,-2209,-5637,0
1763026871.183435,74,-120,-207,-5384,-2159,-5655,0
1763026871.272363,86,-86,-183,-5384,-2152,-5661,0
1763026871.272363,89,-43,-180,-5388,-2153,-5654,0
1763026871.272363,86,7,-200,-5383,-2167,-5604,0
1763026871.272363,75,68,-247,-5378,-2229,-5551,0
1763026871.272363,54,113,-322,-5394,-2325,-5517,0
1763026871.275415,40,158,-418,-5434,-2433,-5460,0
1763026871.275415,20,194,-515,-5469,-2542,-5428,0
1763026871.275415,2,222,-601,-5476,-2597,-5448,0
1763026871.275415,-3,225,-661,-5495,-2621,-5550,0
1763026871.275415,3,240,-673,-5498,-2591,-5656,0
1763026871.318069,27,285,-627,-5438,-2528,-5686,0
1763026871.318069,65,327,-521,-5338,-2417,-5733,0
1763026871.318069,120,306,-380,-5199,-2292,-5716,0
1763026871.318069,171,234,-248,-5111,-2231,-5721,0
1763026871.318069,194,134,-162,-5086,-2251,-5699,0
1763026871.363575,187,22,-157,-5114,-2320,-5658,0
1763026871.363575,157,-61,-212,-5195,-2407,-5661,0
1763026871.363575,134,-61,-277,-5313,-2485,-5654,0
1763026871.363575,118,-8,-327,-5370,-2514,-5646,0
1763026871.363575,91,25,-352,-5389,-2544,-5654,0
1763026871.452573,49,24,-338,-5407,-2622,-5757,0
1763026871.452573,-4,22,-299,-5441,-2673,-5855,0
1763026871.452573,-17,123,-241,-5448,-2695,-5833,0
1763026871.452573,-59,232,-133,-5436,-2665,-5849,0
1763026871.452573,-129,212,-10,-5407,-2582,-5909,0
1763026871.454576,-184,172,88,-5401,-2437,-5955,0
1763026871.454576,-250,226,177,-5393,-2308,-5978,0
1763026871.454576,-308,353,271,-5357,-2208,-5963,0
1763026871.454576,-358,465,358,-5313,-2156,-5964,0
1763026871.454576,-408,514,416,-5249,-2145,-5938,0
1763026871.497973,-445,532,444,-5204,-2162,-5891,0
1763026871.497973,-482,521,445,-5174,-2213,-5847,0
1763026871.497973,-498,503,443,-5157,-2254,-5808,0
1763026871.497973,-492,475,451,-5144,-2286,-5755,0
1763026871.497973,-470,426,461,-5128,-2305,-5694,0
1763026871.499968,-442,346,468,-5118,-2311,-5665,0
1763026871.499968,-404,236,472,-5139,-2319,-5691,0
1763026871.499968,-343,143,468,-5186,-2343,-5731,0
1763026871.499968,-295,86,478,-5214,-2382,-5759,0
1763026871.499968,-245,99,526,-5233,-2457,-5747,0
1763026871.543126,-190,168,604,-5198,-2523,-5679,0
1763026871.543126,-149,250,672,-5129,-2537,-5681,0
1763026871.543126,-106,261,697,-5046,-2462,-5690,0
1763026871.543126,-62,209,664,-4996,-2360,-5696,0
1763026871.543126,-35,98,612,-4969,-2244,-5725,0
1763026871.588424,1,-28,569,-4977,-2147,-5746,0
1763026871.588424,45,-146,520,-4994,-2106,-5784,0
1763026871.588424,95,-243,455,-5001,-2067,-5733,0
1763026871.588424,140,-284,376,-5031,-2060,-5670,0
1763026871.588424,152,-342,300,-5125,-2081,-5677,0
1763026871.678018,162,-393,224,-5239,-2094,-5705,0
1763026871.678018,169,-350,172,-5336,-2114,-5715,0
1763026871.678018,170,-210,154,-5371,-2142,-5712,0
1763026871.678018,169,-55,153,-5353,-2161,-5738,0
1763026871.678018,163,64,146,-5307,-2179,-5800,0
1763026871.681102,167,163,126,-5249,-2220,-5801,0
1763026871.681102,161,225,109,-5144,-2264,-5778,0
1763026871.681102,152,240,90,-5038,-2303,-5774,0
1763026871.681102,159,177,45,-4942,-2323,-5760,0
1763026871.681102,154,60,-34,-4915,-2356,-5775,0
1763026871.723489,142,-60,-128,-4922,-2368,-5757,0
1763026871.723489,144,-152,-214,-4989,-2387,-5718,0
1763026871.723489,142,-201,-279,-5060,-2389,-5699,0
1763026871.723489,138,-263,-334,-5105,-2367,-5707,0
1763026871.723489,146,-333,-371,-5165,-2326,-5718,0
1763026871.768426,165,-377,-382,-5251,-2290,-5722,0
1763026871.768426,176,-388,-364,-5330,-2272,-5728,0
1763026871.768426,190,-379,-315,-5400,-2269,-5723,0
1763026871.768426,188,-326,-247,-5450,-2323,-5700,0
1763026871.768426,181,-250,-183,-5473,-2346,-5702,0
1763026871.81327,169,-166,-147,-5491,-2323,-5703,0
1763026871.81327,149,-66,-128,-5505,-2272,-5714,0
1763026871.81327,123,39,-110,-5506,-2247,-5732,0
1763026871.81327,90,129,-89,-5468,-2241,-5733,0
1763026871.81327,68,198,-83,-5392,-2264,-5724,0
1763026871.85789,64,258,-94,-5314,-2308,-5685,0
1763026871.85789,53,299,-115,-5217,-2349,-5665,0
1763026871.85789,53,270,-157,-5123,-2365,-5704,0
1763026871.85789,74,164,-211,-5026,-2333,-5731,0
1763026871.85789,125,47,-233,-4974,-2302,-5704,0
1763026871.947086,158,-73,-234,-4962,-2324,-5698,0
1763026871.947086,189,-213,-243,-4977,-2333,-5737,0
1763026871.947086,230,-344,-265,-5065,-2361,-5752,0
1763026871.947086,231,-439,-275,-5152,-2419,-5749,0
1763026871.947086,210,-472,-261,-5246,-2451,-5753,0
1763026871.949551,204,-432,-235,-5330,-2462,-5754,0
1763026871.949551,197,-351,-195,-5359,-2429,-5760,0
1763026871.949551,176,-278,-158,-5351,-2407,-5730,0
1763026871.949551,160,-217,-129,-5340,-2413,-5709,0
1763026871.949551,144,-181,-116,-5347,-2449,-5703,0
1763026871.993057,131,-154,-124,-5310,-2476,-5667,0
1763026871.993057,124,-132,-145,-5280,-2471,-5626,0
1763026871.993057,118,-125,-171,-5244,-2454,-5606,0
1763026871.993057,114,-140,-207,-5221,-2412,-5606,0
1763026871.993057,120,-147,-257,-5228,-2383,-5597,0
1763026872.083472,125,-130,-309,-5251,-2361,-5611,0
1763026872.083472,137,-101,-353,-5270,-2367,-5595,0
1763026872.083472,150,-63,-378,-5301,-2394,-5583,0
1763026872.083472,165,-49,-383,-5342,-2433,-5571,0
1763026872.083472,185,-46,-394,-5356,-2498,-5542,0
1763026872.084688,184,-50,-405,-5360,-2565,-5515,0
1763026872.084688,178,-56,-429,-5364,-2597,-5522,0
1763026872.084688,173,-54,-461,-5372,-2590,-5556,0
1763026872.084688,151,-37,-482,-5371,-2564,-5628,0
1763026872.084688,120,24,-481,-5383,-2541,-5733,0
1763026872.128176,85,114,-453,-5383,-2507,-5786,0
1763026872.128176,62,184,-400,-5316,-2462,-5805,0
1763026872.128176,36,186,-339,-5211,-2454,-5801,0
1763026872.128176,15,156,-299,-5116,-2452,-5758,0
1763026872.128176,-10,135,-310,-5059,-2515,-5670,0
1763026872.13051,-31,112,-379,-5068,-2596,-5601,0
1763026872.13051,-36,61,-480,-5140,-2661,-5520,0
1763026872.13051,-29,11,-564,-5245,-2725,-5458,0
1763026872.13051,-17,-40,-599,-5383,-2784,-5426,0
1763026872.13051,12,-94,-577,-5515,-2830,-5444,0
1763026872.173732,28,-145,-495,-5620,-2870,-5490,0
1763026872.173732,23,-164,-362,-5676,-2845,-5591,0
1763026872.173732,18,-123,-208,-5685,-2752,-5719,0
1763026872.173732,1,4,-38,-5680,-2647,-5839,0
1763026872.173732,-40,192,148,-5606,-2511,-5904,0
1763026872.218435,-110,388,314,-5493,-2406,-5957,0
1763026872.218435,-198,554,434,-5424,-2357,-6018,0
1763026872.218435,-286,597,509,-5327,-2357,-6099,0
1763026872.218435,-366,571,572,-5178,-2353,-6046,0
1763026872.218435,-431,565,631,-5035,-2380,-5973,0
1763026872.263892,-469,553,666,-4922,-2417,-5939,0
1763026872.263892,-500,466,643,-4900,-2489,-5881,0
1763026872.263892,-533,322,578,-4923,-2552,-5811,0
1763026872.263892,-551,174,520,-4990,-2562,-5741,0
1763026872.263892,-547,43,503,-5052,-2542,-5686,0
1763026872.3079,-526,-26,525,-5117,-2512,-5684,0
1763026872.3079,-493,-35,558,-5191,-2507,-5678,0
1763026872.3079,-466,12,604,-5252,-2513,-5692,0
1763026872.3079,-443,66,653,-5290,-2490,-5684,0
1763026872.3079,-426,121,696,-5322,-2463,-5670,0
1763026872.353095,-410,204,731,-5304,-2413,-5675,0
1763026872.353095,-389,298,749,-5258,-2375,-5659,0
1763026872.353095,-353,373,754,-5179,-2331,-5639,0
1763026872.353095,-315,396,736,-5090,-2275,-5613,0
1763026872.353095,-266,344,689,-5019,-2232,-5601,0
1763026872.443594,-212,234,608,-5007,-2211,-5662,0
1763026872.443594,-152,124,505,-5043,-2199,-5690,0
1763026872.443594,-93,50,421,-5062,-2222,-5606,0
1763026872.443594,-44,6,368,-5078,-2266,-5577,0
1763026872.443594,2,-46,313,-5102,-2269,-5590,0
1763026872.445603,46,-95,242,-5148,-2264,-5602,0
1763026872.445603,74,-97,165,-5192,-2252,-5642,0
1763026872.445603,84,-64,98,-5220,-2244,-5671,0
1763026872.445603,105,11,60,-5224,-2255,-5692,0
1763026872.445603,129,81,38,-5176,-2252,-5726,0
1763026872.488442,148,97,26,-5107,-2243,-5755,0
1763026872.488442,162,60,13,-5037,-2241,-5787,0
1763026872.488442,168,-19,0,-5009,-2237,-5809,0
1763026872.488442,187,-106,-19,-5017,-2249,-5812,0
1763026872.488442,190,-179,-49,-5060,-2284,-5797,0
1763026872.533762,180,-235,-73,-5122,-2318,-5793,0
1763026872.533762,165,-271,-106,-5196,-2355,-5787,0
1763026872.533762,131,-279,-145,-5274,-2381,-5798,0
1763026872.533762,96,-248,-176,-5324,-2412,-5777,0
1763026872.533762,66,-146,-177,-5353,-2445,-5754,0
1763026872.57917,34,-48,-158,-5338,-2452,-5757,0
1763026872.57917,15,7,-143,-5287,-2409,-5749,0
1763026872.57917,8,25,-129,-5241,-2377,-5748,0
1763026872.57917,6,31,-107,-5214,-2348,-5744,0
1763026872.57917,19,33,-83,-5199,-2314,-5743,0
1763026872.623023,43,38,-67,-5186,-2303,-5717,0
1763026872.623023,65,24,-60,-5182,-2293,-5701,0
1763026872.623023,78,-16,-73,-5195,-2287,-5686,0
1763026872.623023,99,-41,-104,-5226,-2295,-5631,0
1763026872.623023,108,-27,-141,-5286,-2300,-5601,0
1763026872.668419,115,-1,-178,-5338,-2326,-5623,0
1763026872.668419,115,34,-218,-5371,-2339,-5651,0
1763026872.668419,113,81,-241,-5383,-2363,-5637,0
1763026872.668419,99,123,-248,-5373,-2408,-5639,0
1763026872.668419,83,147,-255,-5340,-2451,-5694,0
1763026872.670406,76,154,-262,-5278,-2468,-5706,0
1763026872.670406,67,161,-265,-5221,-2475,-5714,0
1763026872.670406,61,145,-259,-5181,-2465,-5743,0
1763026872.670406,53,115,-255,-5157,-2462,-5795,0
1763026872.670406,48,70,-242,-5143,-2446,-5830,0
1763026872.757914,56,40,-216,-5134,-2436,-5816,0
1763026872.757914,46,13,-178,-5141,-2431,-5805,0
1763026872.757914,38,-22,-148,-5148,-2427,-5805,0
1763026872.757914,36,-41,-126,-5170,-2416,-5809,0
1763026872.757914,29,-35,-105,-5208,-2401,-5801,0
1763026872.760728,28,-18,-78,-5233,-2373,-5763,0
1763026872.760728,28,5,-33,-5246,-2377,-5757,0
1763026872.760728,30,38,-6,-5244,-2359,-5750,0
1763026872.760728,44,64,-8,-5208,-2354,-5718,0
1763026872.760728,65,75,-27,-5155,-2339,-5655,0
1763026872.803583,88,58,-49,-5118,-2357,-5653,0
1763026872.803583,107,25,-82,-5122,-2397,-5668,0
1763026872.803583,139,-10,-127,-5141,-2438,-5618,0
1763026872.803583,168,-24,-162,-5154,-2487,-5550,0
1763026872.803583,191,-65,-190,-5171,-2530,-5509,0
1763026872.848226,212,-147,-238,-5209,-2572,-5485,0
1763026872.848226,221,-206,-294,-5286,-2616,-5483,0
1763026872.848226,189,-217,-349,-5395,-2687,-5519,0
1763026872.848226,124,-182,-407,-5488,-2746,-5624,0
1763026872.848226,51,-89,-449,-5522,-2727,-5750,0
1763026872.892816,-11,64,-453,-5474,-2625,-5857,0
1763026872.892816,-51,236,-401,-5332,-2472,-5915,0
1763026872.892816,-78,364,-331,-5157,-2367,-5929,0
1763026872.892816,-99,424,-278,-4971,-2332,-5892,0
1763026872.892816,-116,419,-278,-4889,-2376,-5828,0
1763026872.938236,-129,376,-337,-4883,-2476,-5742,0
1763026872.938236,-168,313,-445,-4948,-2592,-5701,0
1763026872.938236,-196,259,-548,-5077,-2661,-5698,0
1763026872.938236,-192,222,-591,-5215,-2707,-5714,0
1763026872.938236,-183,212,-555,-5343,-2697,-5736,0
1763026872.982728,-160,196,-448,-5439,-2688,-5764,0
1763026872.982728,-147,154,-291,-5474,-2662,-5830,0
1763026872.982728,-149,117,-101,-5478,-2592,-5918,0
1763026872.982728,-157,148,84,-5443,-2486,-5979,0
1763026872.982728,-196,226,237,-5377,-2378,-6004,0
1763026873.028026,-269,315,349,-5281,-2267,-6056,0
1763026873.028026,-335,402,440,-5206,-2184,-6083,0
1763026873.028026,-405,464,514,-5130,-2154,-6074,0
1763026873.028026,-472,481,539,-5036,-2168,-6020,0
1763026873.028026,-523,440,502,-4973,-2245,-5949,0
1763026873.116463,-565,355,427,-4937,-2346,-5898,0
1763026873.116463,-588,261,355,-4941,-2423,-5866,0
1763026873.116463,-581,166,308,-4942,-2447,-5858,0
1763026873.116463,-546,65,304,-4943,-2415,-5848,0
1763026873.116463,-474,-25,346,-4975,-2417,-5834,0
1763026873.161569,-413,-96,434,-5024,-2488,-5836,0
1763026873.161569,-366,-140,528,-5095,-2594,-5803,0
1763026873.161569,-322,-151,631,-5153,-2663,-5705,0
1763026873.161569,-297,-108,717,-5199,-2692,-5709,0
1763026873.161569,-275,-53,775,-5237,-2619,-5762,0
1763026873.164719,-256,4,806,-5261,-2479,-5754,0
1763026873.164719,-256,86,819,-5262,-2351,-5749,0
1763026873.164719,-247,208,808,-5236,-2239,-5740,0
1763026873.164719,-217,309,764,-5135,-2175,-5731,0
1763026873.164719,-189,320,700,-5012,-2126,-5705,0
1763026873.208079,-165,249,612,-4924,-2108,-5698,0
1763026873.208079,-133,121,502,-4887,-2114,-5701,0
1763026873.208079,-99,-2,379,-4907,-2125,-5696,0
1763026873.208079,-54,-83,268,-4969,-2136,-5696,0
1763026873.208079,-5,-128,184,-5019,-2132,-5711,0
1763026873.253467,53,-134,124,-5058,-2115,-5716,0
1763026873.253467,112,-120,88,-5056,-2112,-5733,0
1763026873.253467,167,-106,66,-5057,-2110,-5775,0
1763026873.253467,223,-93,55,-5059,-2105,-5787,0
1763026873.253467,260,-73,49,-5059,-2142,-5825,0
1763026873.255467,281,-67,43,-5050,-2190,-5812,0
1763026873.255467,278,-62,16,-5043,-2268,-5793,0
1763026873.255467,261,-71,-36,-5058,-2317,-5788,0
1763026873.255467,245,-103,-110,-5096,-2356,-5785,0
1763026873.255467,216,-122,-192,-5150,-2403,-5784,0
1763026873.298848,178,-148,-261,-5191,-2431,-5813,0
1763026873.298848,158,-160,-300,-5192,-2421,-5846,0
1763026873.298848,160,-167,-297,-5168,-2403,-5841,0
1763026873.298848,158,-173,-263,-5125,-2398,-5839,0
1763026873.298848,158,-214,-216,-5090,-2393,-5850,0
1763026873.432613,167,-270,-177,-5098,-2386,-5869,0
1763026873.432613,182,-302,-148,-5117,-2379,-5813,0
1763026873.432613,174,-292,-125,-5133,-2359,-5765,0
1763026873.432613,172,-281,-114,-5166,-2306,-5786,0
1763026873.432613,176,-259,-126,-5213,-2237,-5790,0
1763026873.47629,170,-203,-151,-5257,-2194,-5759,0
1763026873.47629,164,-142,-185,-5277,-2188,-5734,0
1763026873.47629,162,-57,-212,-5287,-2215,-5738,0
1763026873.47629,176,14,-220,-5265,-2256,-5722,0
1763026873.47629,197,72,-228,-5233,-2303,-5709,0
1763026873.478287,222,104,-238,-5180,-2368,-5683,0
1763026873.478287,243,97,-249,-5145,-2416,-5674,0
1763026873.478287,252,45,-253,-5145,-2464,-5677,0
1763026873.478287,243,-36,-270,-5175,-2517,-5739,0
1763026873.478287,220,-100,-295,-5208,-2547,-5791,0
1763026873.520687,199,-114,-301,-5227,-2560,-5814,0
1763026873.520687,180,-71,-281,-5226,-2569,-5802,0
1763026873.520687,161,-43,-241,-5167,-2515,-5835,0
1763026873.520687,145,-70,-211,-5121,-2448,-5863,0
1763026873.520687,139,-126,-192,-5084,-2401,-5850,0
1763026873.523685,128,-173,-172,-5080,-2389,-5832,0
1763026873.523685,122,-209,-156,-5095,-2401,-5808,0
1763026873.523685,120,-240,-152,-5133,-2411,-5778,0
1763026873.523685,113,-253,-145,-5193,-2418,-5764,0
1763026873.523685,111,-246,-146,-5260,-2401,-5727,0
1763026873.568701,93,-215,-142,-5317,-2408,-5697,0
1763026873.568701,75,-151,-142,-5352,-2419,-5698,0
1763026873.568701,66,-68,-148,-5359,-2414,-5698,0
1763026873.568701,64,26,-149,-5319,-2414,-5689,0
1763026873.568701,58,117,-149,-5261,-2422,-5681,0
1763026873.656806,68,161,-147,-5197,-2422,-5693,0
1763026873.656806,93,166,-147,-5157,-2449,-5652,0
1763026873.656806,103,132,-151,-5144,-2531,-5619,0
1763026873.656806,99,53,-177,-5171,-2637,-5592,0
1763026873.656806,97,-24,-222,-5218,-2730,-5535,0
1763026873.660276,73,-94,-276,-5249,-2794,-5540,0
1763026873.660276,40,-134,-337,-5289,-2793,-5618,0
1763026873.660276,8,-136,-392,-5312,-2708,-5711,0
1763026873.660276,-7,-76,-397,-5309,-2606,-5791,0
1763026873.660276,-23,-5,-348,-5241,-2490,-5888,0
1763026873.703461,-39,51,-279,-5162,-2383,-5968,0
1763026873.703461,-21,108,-220,-5088,-2334,-5890,0
1763026873.703461,-4,165,-177,-5001,-2353,-5727,0
1763026873.703461,3,183,-193,-4950,-2389,-5633,0
1763026873.703461,3,104,-283,-4986,-2451,-5558,0
1763026873.791545,-1,22,-406,-5119,-2550,-5534,0
1763026873.791545,-20,-25,-514,-5278,-2642,-5549,0
1763026873.791545,-30,-29,-564,-5406,-2705,-5595,0
1763026873.791545,-25,3,-538,-5461,-2718,-5656,0
1763026873.791545,-13,46,-438,-5466,-2697,-5754,0
1763026873.794545,-1,113,-292,-5433,-2668,-5835,0
1763026873.794545,0,191,-119,-5397,-2613,-5917,0
1763026873.794545,-16,255,66,-5358,-2558,-6000,0
1763026873.794545,-73,290,225,-5298,-2494,-6048,0
1763026873.794545,-148,305,352,-5230,-2443,-6063,0
1763026873.881546,-234,305,441,-5151,-2410,-6065,0
1763026873.881546,-302,309,495,-5067,-2406,-6048,0
1763026873.881546,-369,304,501,-5005,-2417,-6036,0
1763026873.881546,-414,274,462,-4950,-2432,-5974,0
1763026873.881546,-461,231,412,-4919,-2462,-5902,0
1763026873.883553,-482,173,366,-4918,-2494,-5848,0
1763026873.883553,-483,116,349,-4948,-2510,-5803,0
1763026873.883553,-465,49,357,-4995,-2531,-5773,0
1763026873.883553,-449,-11,370,-5064,-2530,-5765,0
1763026873.883553,-422,-45,392,-5143,-2528,-5761,0
1763026874.017634,-385,-47,447,-5204,-2514,-5724,0
1763026874.017634,-352,-10,524,-5271,-2510,-5681,0
1763026874.017634,-322,62,597,-5305,-2473,-5681,0
1763026874.017634,-285,143,651,-5289,-2433,-5678,0
1763026874.017634,-258,224,689,-5274,-2383,-5693,0
1763026874.019614,-229,283,700,-5231,-2337,-5732,0
1763026874.019614,-199,311,697,-5184,-2325,-5725,0
1763026874.019614,-168,322,681,-5112,-2327,-5697,0
1763026874.019614,-138,287,647,-5020,-2314,-5680,0
1763026874.019614,-110,206,577,-4958,-2296,-5705,0
1763026874.062013,-92,95,476,-4928,-2267,-5720,0
1763026874.062013,-74,-17,360,-4909,-2254,-5709,0
1763026874.062013,-40,-87,252,-4924,-2247,-5695,0
1763026874.062013,-12,-139,161,-4951,-2253,-5706,0
1763026874.062013,31,-156,76,-4963,-2252,-5675,0
1763026874.064028,71,-168,2,-4983,-2269,-5664,0
1763026874.064028,115,-174,-56,-5001,-2287,-5672,0
1763026874.064028,156,-195,-98,-5028,-2285,-5687,0
1763026874.064028,193,-203,-117,-5093,-2299,-5711,0
1763026874.064028,220,-193,-118,-5170,-2318,-5733,0
1763026874.106578,227,-183,-111,-5236,-2350,-5767,0
1763026874.106578,232,-173,-95,-5295,-2359,-5790,0
1763026874.106578,226,-147,-78,-5322,-2367,-5800,0
1763026874.106578,189,-102,-59,-5317,-2406,-5843,0
1763026874.106578,151,-43,-56,-5306,-2446,-5918,0
1763026874.108831,128,49,-63,-5234,-2482,-5841,0
1763026874.108831,109,158,-68,-5137,-2499,-5784,0
1763026874.108831,100,188,-86,-5000,-2458,-5803,0
1763026874.108831,109,94,-128,-4904,-2395,-5814,0
1763026874.108831,115,-55,-175,-4870,-2363,-5796,0
1763026874.154269,131,-220,-219,-4872,-2352,-5752,0
1763026874.154269,164,-337,-256,-4895,-2343,-5712,0
1763026874.154269,193,-410,-297,-4973,-2337,-5689,0
1763026874.154269,214,-442,-337,-5089,-2332,-5702,0
